"startLanding","startSubscribing","startQuestionaire","startSurvey","startRecommendation","startThanks"
"1451898322670","0","0","0","0","0"
"1451898322670","1451898323554","0","0","0","0"
"1451898322670","1451898323554","1451898325071","0","0","0"
"1451898322670","1451898323554","1451898325071","1451898327263",0,0
