"startLanding","startSubscribing","startQuestionaire","startSurvey","startRecommendation","startThanks"
"1451900884969","0","0","0","0","0"
"1451900884969","1451900885822","0","0","0","0"
"1451900884969","1451900885822","1451900887226","0","0","0"
"1451900884969","1451900885822","1451900887226","1451900889010",0,0
