"startLanding","startSubscribing","startQuestionaire","startSurvey","startRecommendation","startThanks"
"1452154418857","0","0","0","0","0"
"1452154418857","1452154421120","0","0","0","0"
"1452154418857","1452154421120","1452154425765","0","0","0"
"1452154418857","1452154421120","1452154425765","1452154440324",0,0
