"startLanding","startSubscribing","startQuestionaire","startSurvey","startRecommendation","startThanks"
"1451918995682","0","0","0","0","0"
"1451918995682","1451918996464","0","0","0","0"
"1451918995682","1451918996464","1451918997825","0","0","0"
"1451918995682","1451918996464","1451918997825","1451918999994",0,0
