"startLanding","startSubscribing","startQuestionaire","startSurvey","startRecommendation","startThanks"
"1451904460634","0","0","0","0","0"
"1451904460634","1451904461409","0","0","0","0"
"1451904460634","1451904461409","1451904463045","0","0","0"
"1451904460634","1451904461409","1451904463045","1451904464939",0,0
