"startLanding","startSubscribing","startQuestionaire","startSurvey","startRecommendation","startThanks"
"1451899940937","0","0","0","0","0"
"1451899940937","1451899941580","0","0","0","0"
"1451899940937","1451899941580","1451899942690","0","0","0"
"1451899940937","1451899941580","1451899942690","1451899944734",0,0
