"startLanding","startSubscribing","startQuestionaire","startSurvey","startRecommendation","startThanks"
"1452066178431","0","0","0","0","0"
"1452066178431","1452066507430","0","0","0","0"
"1452066178431","1452066507430","1452066514317","0","0","0"
"1452066178431","1452066507430","1452066514317","1452066570700",0,0
