"startLanding","startSubscribing","startQuestionaire","startSurvey","startRecommendation","startThanks"
"1451898986797","0","0","0","0","0"
"1451898986797","1451898987543","0","0","0","0"
"1451898986797","1451898987543","1451898989008","0","0","0"
"1451898986797","1451898987543","1451898989008","1451898990778",0,0
