"startLanding","startSubscribing","startQuestionaire","startSurvey","startRecommendation","startThanks"
"1451905064499","0","0","0","0","0"
"1451905064499","1451905065164","0","0","0","0"
"1451905064499","1451905065164","1451905066364","0","0","0"
"1451905064499","1451905065164","1451905066364","1451905068048",0,0
