"startLanding","startSubscribing","startQuestionaire","startSurvey","startRecommendation","startThanks"
"1451900022806","0","0","0","0","0"
"1451900022806","1451900023533","0","0","0","0"
"1451900022806","1451900023533","1451900024752","0","0","0"
"1451900022806","1451900023533","1451900024752","1451900026033",0,0
