"startLanding","startSubscribing","startQuestionaire","startSurvey","startRecommendation","startThanks"
"1451904382950","0","0","0","0","0"
"1451904382950","1451904383661","0","0","0","0"
"1451904382950","1451904383661","1451904384954","0","0","0"
"1451904382950","1451904383661","1451904384954","1451904386930",0,0
