"startLanding","startSubscribing","startQuestionaire","startSurvey","startRecommendation","startThanks"
"1451900211016","0","0","0","0","0"
"1451900211016","1451900211794","0","0","0","0"
"1451900211016","1451900211794","1451900212993","0","0","0"
"1451900211016","1451900211794","1451900212993","1451900214227",0,0
