"startLanding","startSubscribing","startQuestionaire","startSurvey","startRecommendation","startThanks"
"1451902659648","0","0","0","0","0"
"1451902659648","1451902661382","0","0","0","0"
"1451902659648","1451902661382","1451902662926","0","0","0"
"1451902659648","1451902661382","1451902662926","1451902666379",0,0
